"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that entering an invalid password displays the correct validation error.","7439","TC-53 Verify registration password policy validation [Missing letters/digits]","tests","2026-08-27","failed","2026-08-27","","test_sign_up","",""
"Verify that the 'Зареєструватись' button is visible and enabled, opens the registration page, supports browser back navigation, and the registration page is accessible directly.","4492","TC-13: 'Зареєструватись' CTA opens registration page","tests","2026-08-27","passed","2026-08-27","TestMarathonRegistrationCTA","test_marathon_registration_cta","",""
"Verify successful registration with email confirmation (TC-2 and TC-3).","0","test_registration_flow[Visitor]","tests","2026-08-27","broken","2026-08-27","","test_sign_up","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3807","TC-4: Registration — required field 'Прізвище' left empty","tests","2026-08-27","passed","2026-08-27","","test_registration_required_field","",""
"","3861","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-27","passed","2026-08-27","","test_sign_up","",""
"","3580","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-27","passed","2026-08-27","","test_sign_up","",""
"Verify homepage hero carousel navigation and its slide redirects.","5855","test_homepage_carousel_navigation","tests","2026-08-27","passed","2026-08-27","","test_home_carousel_navigation","",""
"","2967","TC-33: Login — empty fields(required-field enforcement)","tests","2026-08-27","passed","2026-08-27","","test_sign_in","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","2924","TC-4: Registration — required field 'Підтвердження паролю' left empty","tests","2026-08-27","passed","2026-08-27","","test_registration_required_field","",""
"Verify that all card payment fields accept and correctly display valid data.","4950","TC-41: Verify successful card payment form filling with valid input data","tests","2026-08-27","passed","2026-08-27","","test_successful_card_payment","",""
"","4130","TC-57 Registration — duplicate email (already-registered email)","tests","2026-08-27","passed","2026-08-27","","test_sign_up","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3261","TC-4: Registration — required field 'Email' left empty","tests","2026-08-27","passed","2026-08-27","","test_registration_required_field","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","4486","TC-4: Registration — required field 'Ім'я' left empty","tests","2026-08-27","passed","2026-08-27","","test_registration_required_field","",""
"","4272","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-27","passed","2026-08-27","","test_sign_up","",""
"The manager driver boots a session with the manager API credentials.

    Args:
        authenticated_manager_driver: Browser signed in as the manager credentials.
        manager_session_driver: The API session issued for the manager credentials.
    ","231","test_authenticated_manager_driver_returns_manager_session","tests","2026-08-27","passed","2026-08-27","","test_driver_roles","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","1550","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-27","passed","2026-08-27","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that entering an invalid password displays the correct validation error.","6812","TC-53 Verify registration password policy validation [Missing letters/special]","tests","2026-08-27","failed","2026-08-27","","test_sign_up","",""
