"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-60: verify ""Доступний онлайн"" auto-toggles on when no location is added.

    Preconditions covered inline (per TC-60):
        - User is authenticated (via `authenticated_driver`).
        - ""Додати гурток"" modal is opened through the header user menu.
        - Step ""Основна інформація"" is completed.

    NOTE: the info message (""Ви не додали жодної локації, гурток автоматично
    є онлайн"") renders as an antd `ant-message` toast at the top of the
    modal, so it's checked via `DescriptionStep.is_toast_displayed()` /
    `.get_toast_text()`, which already exist in the codebase. Since toasts
    can be transient, the check happens immediately after `click_next()`.
    ","2875","test_online_status_auto_assigned_when_no_location","tests","2026-08-18","failed","2026-08-18","","test_add_club_modal","",""
"Verify that entering an invalid password displays the correct validation error.","14744","TC-53 Verify registration password policy validation [Length < 8]","tests","2026-08-18","broken","2026-08-18","","test_sign_up","",""
"Verify title, amount, currency, express pay buttons, card form fields and submit button.","4168","TC-48: Verify payment page UI elements are displayed correctly","tests","2026-08-18","passed","2026-08-18","TestPaymentPageUI","test_payment_page_ui","",""
"Test verifies that the 'Наші контакти' block is displayed on the news page, has the correct title, and contains all required social media icons: Facebook, YouTube, Instagram, and Mail.","4344","TC-28: Verify 'Наші контакти' section display","tests","2026-08-18","passed","2026-08-18","","test_social_buttons_ui","",""
"Verify opening another news article from the 'Інші новини' section.","9711","test_news_details_other_news_navigation","tests","2026-08-18","passed","2026-08-18","","test_news_details_other_news_navigation","",""
"Verify that entering an invalid password displays the correct validation error.","14646","TC-53 Verify registration password policy validation [Missing lowercase]","tests","2026-08-18","broken","2026-08-18","","test_sign_up","",""
"Verify that entering an invalid password displays the correct validation error.","13667","TC-53 Verify registration password policy validation [Contains Cyrillic]","tests","2026-08-18","broken","2026-08-18","","test_sign_up","",""
"Verify homepage hero carousel navigation and its slide redirects.","4668","test_homepage_carousel_navigation","tests","2026-08-18","broken","2026-08-18","","test_home_carousel_navigation","",""
"Verify that entering an invalid password displays the correct validation error.","13639","TC-53 Verify registration password policy validation [Length > 20]","tests","2026-08-18","broken","2026-08-18","","test_sign_up","",""
"Verify webinar video blocks, playback and YouTube links.","27652","TC-63 Verify video blocks playback and YouTube links on the challenge page","tests","2026-08-18","broken","2026-08-18","","test_challenge_page_video_blocks","",""
"Verify that users can navigate through the 30 language marathon tasks using next/previous arrows and pagination dots.","2720","TC-11: Task carousel navigation via arrows and pagination dots","tests","2026-08-18","passed","2026-08-18","TestMarathonTaskCarousel","test_marathon_task_carousel_navigation","",""
"Verify that entering an invalid password displays the correct validation error.","13390","TC-53 Verify registration password policy validation [Missing letters/special]","tests","2026-08-18","broken","2026-08-18","","test_sign_up","",""
"Verify that entering an invalid password displays the correct validation error.","13881","TC-53 Verify registration password policy validation [Missing uppercase]","tests","2026-08-18","broken","2026-08-18","","test_sign_up","",""
"Returning the authenticated_driver fixture leaves the session active.

    The fixture signs in via the /api/signin endpoint and injects the issued
    tokens, so the header must report the user as logged in.
    ","110","test_user_is_signed_in_after_api_fixture","tests","2026-08-18","passed","2026-08-18","","test_sign_in","",""
"Verify opening a news article from the list and returning back to the News page.","5809","TC-07: Navigation to the News details page","tests","2026-08-18","passed","2026-08-18","TestNewsDetailsNavigation","test_news_details_navigation","",""
"Verify updating phone number with a valid 10-digit value persists after refresh.","5927","TC-17: Update phone number using valid 10-digit numeric value","tests","2026-08-18","passed","2026-08-18","","test_update_phone_number","",""
"Verify that clicking the 'Новини' menu item in the header navigates the user to the News page with valid URL, title, and article list.","774","TC-06: Verify that the News page opens","tests","2026-08-18","passed","2026-08-18","TestNewsPage","test_news_page_opens","",""
"Verify alphabetical sorting in the advanced club search.","78141","test_tc_52_advanced_club_search_sorting","tests","2026-08-18","passed","2026-08-18","","test_52_Advanced_club_search","",""
"","3556","TC-39 Verify header navigation links redirect to the correct pages.","tests","2026-08-18","broken","2026-08-18","","test_nav_39","",""
"TC-37: Verify the structure and presence of elements in the 
    ""Основна інформація"" step of ""Додати гурток"" modal.

    Preconditions:
        - User is registered and logged into the Навчай Українською

    Test Steps:
        1. Open the ""Додати гурток"" form
        2. Verify the window title
        3. Verify the step indicator on the left
        4. Verify the ""Назва гуртка"" field
        5. Verify the ""Категорія"" section with 12 checkboxes
        6. Verify the ""Вік дитини"" section with ""Від"" and ""До"" fields
        7. Verify the ""Приналежність до центру"" dropdown
        8. Verify the ""Наступний крок"" button is active
    ","1345","test_add_club_modal_basic_info_structure","tests","2026-08-18","failed","2026-08-18","","test_add_club_modal_basic_info_structure","",""
"Verify challenge and event banner navigation on the homepage.","10577","TC-50 Verify challenge and event banner navigation on the homepage","tests","2026-08-18","passed","2026-08-18","","test_home_page","",""
"Verify that entering an invalid password displays the correct validation error.","13806","TC-53 Verify registration password policy validation [Missing letters/digits]","tests","2026-08-18","broken","2026-08-18","","test_sign_up","",""
