"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test verifies that the email icon in the 'Наші контакти' section contains the correct project email address and uses a mailto link.","3389","TC-45: Verify email link functionality in contacts section","tests","2026-09-02","passed","2026-09-02","","test_social_buttons_ui","",""
"","2921","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-09-02","passed","2026-09-02","","test_sign_up","",""
"Verify navigation to the registration form for the 'Розмовляй' challenge.","3242","TC-65 User can register for the “Клуб української мови ""Розмовляй"" challenge","tests","2026-09-02","broken","2026-09-02","","test_tc_65_challenge_registration_navigation","",""
"","3153","TC-57 Registration — duplicate email (already-registered email)","tests","2026-09-02","passed","2026-09-02","","test_sign_up","",""
"Test that request for non-existent user returns 200 with empty list.","763","Verify get_user_applications for non-existent user returns empty list","tests","2026-09-02","failed","2026-09-02","TestClubRegistrationApi","test_club_registration_api","",""
"TC-5: a confirmed user can log in via the 'Вхід' modal and stays signed in.

    Fills valid credentials for a confirmed account, submits the login form,
    and verifies the user menu reports a signed-in session, including after
    a page reload.

    Uses the current `UserProfileMenu` API: `HeaderComponent.click_user_profile()`
    opens the dropdown and returns a `UserProfileMenu`; its `click_login()`
    opens the ""Вхід"" modal and returns the `SignInModal`; `is_logged_in()`
    lives on `UserProfileMenu`, so the dropdown must be reopened each time
    the auth state is checked.
    ","6215","test_confirmed_user_can_log_in","tests","2026-09-02","passed","2026-09-02","","test_sign_in","",""
"TC-59: Verify navigation with 'Назад' and data persistence between steps.

    Preconditions:
        - User is registered and logged into Навчай Українською.
        - Add Club modal is opened.
        - ""Основна інформація"" and ""Контакти"" sections are filled.

    Test Steps:
        1. On ""Контакти"", click ""Назад"".
        2. Verify ""Основна інформація"" data is preserved.
        3. Open ""Опис"" section.
        4. On ""Опис"", click ""Назад"".
        5. Verify ""Контакти"" data is preserved.

    Postcondition:
        - Close the Add Club modal.
    ","2835","test_add_club_back_navigation_and_data_persistence","tests","2026-09-02","passed","2026-09-02","","test_add_club_modal","",""
"Verify that all card payment fields accept and correctly display valid data.","4382","TC-41: Verify successful card payment form filling with valid input data","tests","2026-09-02","passed","2026-09-02","","test_successful_card_payment","",""
"Test successful registration of a single child for a club.","674","Verify register_for_club returns 201 and valid response","tests","2026-09-02","failed","2026-09-02","TestClubRegistrationApi","test_club_registration_api","",""
"","3382","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-09-02","passed","2026-09-02","","test_sign_up","",""
"Verify that the user can find a club by name.","6013","TC-27: Verify that the user can find a club by name","tests","2026-09-02","failed","2026-09-02","","test_clubs_page","",""
"Verify that invalid search queries return no matching clubs.","6529","test_tc_51_club_search_negative","tests","2026-09-02","passed","2026-09-02","","test_51_club_search_negative","",""
"","3142","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-09-02","passed","2026-09-02","","test_sign_up","",""
"Verify opening a news article from the list and returning back to the News page.","4550","TC-07: Navigation to the News details page","tests","2026-09-02","passed","2026-09-02","TestNewsDetailsNavigation","test_news_details_navigation","",""
"","2823","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-09-02","passed","2026-09-02","","test_sign_up","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","1298","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-09-02","passed","2026-09-02","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","1353","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-09-02","passed","2026-09-02","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","2592","TC-4: Registration — required field 'Ім'я' left empty","tests","2026-09-02","passed","2026-09-02","","test_registration_required_field","",""
"TC-37: Verify the structure and presence of elements in the 
    ""Основна інформація"" step of ""Додати гурток"" modal.

    Preconditions:
        - User is registered and logged into the Навчай Українською

    Test Steps:
        1. Open the ""Додати гурток"" form
        2. Verify the window title
        3. Verify the step indicator on the left
        4. Verify the ""Назва гуртка"" field
        5. Verify the ""Категорія"" section with 12 checkboxes
        6. Verify the ""Вік дитини"" section with ""Від"" and ""До"" fields
        7. Verify the ""Приналежність до центру"" dropdown
        8. Verify the ""Наступний крок"" button is active
    ","1055","test_add_club_modal_basic_info_structure","tests","2026-09-02","passed","2026-09-02","","test_add_club_modal","",""
"Verify that an authenticated user can submit a complaint about a club.

    Args:
        authenticated_driver: Browser already signed in via the API fixture.
    ","14171","test_tc_20_authenticated_user_can_submit_complaint","tests","2026-09-02","broken","2026-09-02","","test_tc_20_complaint_submission","",""
"Test verifies that the Facebook icon on the news details page opens the project's official Facebook page in a new browser tab.","5573","TC-42: Verify Facebook social media link functionality","tests","2026-09-02","passed","2026-09-02","","test_social_buttons_ui","",""
"Verify that entering an invalid password displays the correct validation error.","5811","TC-53 Verify registration password policy validation [Missing uppercase]","tests","2026-09-02","failed","2026-09-02","","test_sign_up","",""
"Verify successful registration with email confirmation (TC-2 and TC-3).","14571","TC-3 Verify successful manager registration with email confirmation","tests","2026-09-02","passed","2026-09-02","","test_sign_up","",""
"Verify that the 'Зареєструватись' button is visible and enabled, opens the registration page, supports browser back navigation, and the registration page is accessible directly.","2770","TC-13: 'Зареєструватись' CTA opens registration page","tests","2026-09-02","passed","2026-09-02","TestMarathonRegistrationCTA","test_marathon_registration_cta","",""
