"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the 'Зареєструватись' button is visible and enabled, opens the registration page, supports browser back navigation, and the registration page is accessible directly.","4239","TC-13: 'Зареєструватись' CTA opens registration page","tests","2026-08-19","passed","2026-08-19","TestMarathonRegistrationCTA","test_marathon_registration_cta","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3268","TC-4: Registration — required field 'Email' left empty","tests","2026-08-19","passed","2026-08-19","","test_registration_required_field","",""
"","0","TC-36: Validation check for required fields in the 'Основна інформація' step of the 'Додати гурток' modal form","tests","2026-08-19","broken","2026-08-19","","test_add_club_basic_info_validation","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","1301","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-19","passed","2026-08-19","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify opening a news article from the list and returning back to the News page.","5508","TC-07: Navigation to the News details page","tests","2026-08-19","passed","2026-08-19","TestNewsDetailsNavigation","test_news_details_navigation","",""
"Verify updating phone number with a valid 10-digit value persists after refresh.","5397","TC-17: Update phone number using valid 10-digit numeric value","tests","2026-08-19","passed","2026-08-19","","test_update_phone_number","",""
"","899","TC-08: News card displays information in fields.","tests","2026-08-19","passed","2026-08-19","","test_news_display_08","",""
"TC-62: verify an unsupported profile photo format is rejected.

        Test steps (from TC-62):
            1. Click ""Редагувати профіль"" - the modal opens.
            2. Click ""Завантажити фото"" - the file dialog opens (simulated).
            3. Select the unsupported ``document.pdf`` - an error is shown, the
               file is not added and the save button becomes disabled.
            4. Click Close (X) - the modal closes.
            5. The avatar on the profile page remains unchanged.
        ","8","test_unsupported_profile_photo_is_rejected","tests","2026-08-19","broken","2026-08-19","TestProfilePhotoUpload","test_profile_photo_upload","",""
"Verify alphabetical sorting in the advanced club search.","15044","test_tc_52_advanced_club_search_sorting","tests","2026-08-19","broken","2026-08-19","","test_52_Advanced_club_search","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","2599","TC-4: Registration — required field 'Прізвище' left empty","tests","2026-08-19","passed","2026-08-19","","test_registration_required_field","",""
