"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","976","TC-08: News card displays information in fields.","tests","2026-08-25","passed","2026-08-25","","test_news_display_08","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","98","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-25","broken","2026-08-25","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Test verifies that the 'Наші контакти' block is displayed on the news page, has the correct title, and contains all required social media icons: Facebook, YouTube, Instagram, and Mail.","4617","TC-28: Verify 'Наші контакти' section display","tests","2026-08-25","passed","2026-08-25","","test_social_buttons_ui","",""
"TC-62: verify an unsupported profile photo format is rejected.

        Test steps (from TC-62):
            1. Click ""Редагувати профіль"" - the modal opens.
            2. Click ""Завантажити фото"" - the file dialog opens (simulated).
            3. Select the unsupported ``document.pdf`` - an error is shown, the
               file is not added and the save button becomes disabled.
            4. Click Close (X) - the modal closes.
            5. The avatar on the profile page remains unchanged.
        ","170","test_unsupported_profile_photo_is_rejected","tests","2026-08-25","broken","2026-08-25","TestProfilePhotoUpload","test_profile_photo_upload","",""
"Verify title, amount, currency, express pay buttons, card form fields and submit button.","3875","TC-48: Verify payment page UI elements are displayed correctly","tests","2026-08-25","passed","2026-08-25","TestPaymentPageUI","test_payment_page_ui","",""
"Test verifies that 'Записатися на гурток', 'Написати менеджеру', 'Залишити коментар', and 'Відповісти' are unavailable for unauthenticated users.","9098","TC-15: Verify unauthorized user cannot use restricted club actions","tests","2026-08-25","passed","2026-08-25","","test_club_actions_unauthorized","",""
"","7425","TC-39 Verify header navigation links redirect to the correct pages.","tests","2026-08-25","passed","2026-08-25","","test_nav_39","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3544","TC-4: Registration — required field 'Ім'я' left empty","tests","2026-08-25","passed","2026-08-25","","test_registration_required_field","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3901","TC-4: Registration — required field 'Телефон' left empty","tests","2026-08-25","passed","2026-08-25","","test_registration_required_field","",""
"Verify that the 'Зареєструватись' button is visible and enabled, opens the registration page, supports browser back navigation, and the registration page is accessible directly.","4086","TC-13: 'Зареєструватись' CTA opens registration page","tests","2026-08-25","passed","2026-08-25","TestMarathonRegistrationCTA","test_marathon_registration_cta","",""
"Verify that the user can find a club by name.","8669","TC-27: Verify that the user can find a club by name","tests","2026-08-25","failed","2026-08-25","","test_clubs_page","",""
"Verify that users can navigate through the 30 language marathon tasks using next/previous arrows and pagination dots.","1984","TC-11: Task carousel navigation via arrows and pagination dots","tests","2026-08-25","passed","2026-08-25","TestMarathonTaskCarousel","test_marathon_task_carousel_navigation","",""
"TC-5: a confirmed user can log in via the 'Вхід' modal and stays signed in.

    Fills valid credentials for a confirmed account, submits the login form,
    and verifies the user menu reports a signed-in session, including after
    a page reload.

    Uses the current `UserProfileMenu` API: `HeaderComponent.click_user_profile()`
    opens the dropdown and returns a `UserProfileMenu`; its `click_login()`
    opens the ""Вхід"" modal and returns the `SignInModal`; `is_logged_in()`
    lives on `UserProfileMenu`, so the dropdown must be reopened each time
    the auth state is checked.
    ","7909","test_confirmed_user_can_log_in","tests","2026-08-25","passed","2026-08-25","","test_sign_in","",""
"Test verifies that the Facebook icon on the news details page opens the project's official Facebook page in a new browser tab.","7776","TC-42: Verify Facebook social media link functionality","tests","2026-08-25","passed","2026-08-25","","test_social_buttons_ui","",""
"Verify that entering an invalid password displays the correct validation error.","5681","TC-53 Verify registration password policy validation [Contains Cyrillic]","tests","2026-08-25","failed","2026-08-25","","test_sign_up","",""
"Verify homepage hero carousel navigation and its slide redirects.","6875","test_homepage_carousel_navigation","tests","2026-08-25","passed","2026-08-25","","test_home_carousel_navigation","",""
"The user driver boots the SPA with the regular-user API session.

    Args:
        authenticated_driver: Browser signed in with the user credentials.
        session_driver: The API session issued for the user credentials.
    ","320","test_authenticated_driver_returns_user_session","tests","2026-08-25","passed","2026-08-25","","test_driver_roles","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3341","TC-4: Registration — required field 'Пароль' left empty","tests","2026-08-25","passed","2026-08-25","","test_registration_required_field","",""
"TC-61: verify the Last Name field rejects invalid special characters.

        Test steps (from TC-61):
            1. Click ""Редагувати профіль"" - the modal opens.
            2. Clear ""Прізвище"", type invalid special characters and remove focus.
               A validation error appears, the border turns red, an error icon is
               shown and the save button remains active (no disabled attribute).
            3. Click ""Зберегти зміни"" - the form is not submitted, the modal stays
               open and the validation error is still displayed.
        ","139","test_last_name_rejects_special_characters","tests","2026-08-25","broken","2026-08-25","TestProfileLastNameUpdate","test_profile_last_name_update","",""
"Verify that an authenticated user can successfully fill out the 'Add Center' modal and reach the final step to submit the center.","17873","TC-58: Center creation functionality","tests","2026-08-25","failed","2026-08-25","","test_add_center","",""
"TC-37: Verify the structure and presence of elements in the 
    ""Основна інформація"" step of ""Додати гурток"" modal.

    Preconditions:
        - User is registered and logged into the Навчай Українською

    Test Steps:
        1. Open the ""Додати гурток"" form
        2. Verify the window title
        3. Verify the step indicator on the left
        4. Verify the ""Назва гуртка"" field
        5. Verify the ""Категорія"" section with 12 checkboxes
        6. Verify the ""Вік дитини"" section with ""Від"" and ""До"" fields
        7. Verify the ""Приналежність до центру"" dropdown
        8. Verify the ""Наступний крок"" button is active
    ","1848","test_add_club_modal_basic_info_structure","tests","2026-08-25","passed","2026-08-25","","test_add_club_modal","",""
"Test verifies that the YouTube icon on the news details page opens the project's official YouTube page in a new browser tab.","8294","TC-43: Verify YouTube social media link functionality","tests","2026-08-25","passed","2026-08-25","","test_social_buttons_ui","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","136","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-25","broken","2026-08-25","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","4186","TC-4: Registration — required field 'Прізвище' left empty","tests","2026-08-25","passed","2026-08-25","","test_registration_required_field","",""
"Test verifies that the email icon in the 'Наші контакти' section contains the correct project email address and uses a mailto link.","5243","TC-45: Verify email link functionality in contacts section","tests","2026-08-25","passed","2026-08-25","","test_social_buttons_ui","",""
"Verify that clicking the 'Новини' menu item in the header navigates the user to the News page with valid URL, title, and article list.","749","TC-06: Verify that the News page opens","tests","2026-08-25","passed","2026-08-25","TestNewsPage","test_news_page_opens","",""
"Verify that 'Інші новини' carousel can be navigated using arrows.","7471","TC-24 Verify carousel navigation using left and right arrows","tests","2026-08-25","passed","2026-08-25","","test_news_details","",""
"","4157","TC-36: Validation check for required fields in the 'Основна інформація' step of the 'Додати гурток' modal form","tests","2026-08-25","passed","2026-08-25","","test_add_club_basic_info_validation","",""
"","4670","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-25","passed","2026-08-25","","test_sign_up","",""
"Verify that the 'Навчай українською' challenge page displays the correct title, description paragraphs, social media links and donation button.","5490","TC-35: Verify challenge page content — title, description and header icons","tests","2026-08-25","passed","2026-08-25","TestChallengePageContent","test_challenge_page_content","",""
"Verify that the user can find a club by name.","7091","TC-27: Verify that the user can find a club by name","tests","2026-08-25","failed","2026-08-25","","test_clubs_page","",""
"Verify navigation to the registration form for the 'Розмовляй' challenge.","3834","TC-65 User can register for the “Клуб української мови ""Розмовляй"" challenge","tests","2026-08-25","broken","2026-08-25","","test_tc_65_challenge_registration_navigation","",""
"Returning the authenticated_driver fixture leaves the session active.

    The fixture signs in via the /api/signin endpoint and injects the issued
    tokens, so the header must report the user as logged in.
    ","240","test_user_is_signed_in_after_api_fixture","tests","2026-08-25","passed","2026-08-25","","test_sign_in","",""
"Verify navigation from the homepage to the Clubs page via the 'Всі гуртки' button and individual club category cards ('Спортивні секції', 'Танці, хореографія', 'Студії раннього розвитку').","10874","TC-38: Verify navigation to the Clubs page from the homepage","tests","2026-08-25","passed","2026-08-25","TestHomePageClubsNavigation","test_home_page_clubs_navigation","",""
"","3864","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-25","passed","2026-08-25","","test_sign_up","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3543","TC-4: Registration — required field 'Підтвердження паролю' left empty","tests","2026-08-25","passed","2026-08-25","","test_registration_required_field","",""
"","5035","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-25","passed","2026-08-25","","test_sign_up","",""
"","3875","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-25","passed","2026-08-25","","test_sign_up","",""
"Verify challenge and event banner navigation on the homepage.","8424","TC-50 Verify challenge and event banner navigation on the homepage","tests","2026-08-25","passed","2026-08-25","","test_home_page","",""
"TC-60: verify ""Доступний онлайн"" auto-toggles on when no location is added.

    Preconditions covered inline (per TC-60):
        - User is authenticated (via `authenticated_driver`).
        - ""Додати гурток"" modal is opened through the header user menu.
        - Step ""Основна інформація"" is completed.

    NOTE: the info message (""Ви не додали жодної локації, гурток автоматично
    є онлайн"") renders as an antd `ant-message` toast at the top of the
    modal, so it's checked via `DescriptionStep.is_toast_displayed()` /
    `.get_toast_text()`, which already exist in the codebase. Since toasts
    can be transient, the check happens immediately after `click_next()`.
    ","3598","test_online_status_auto_assigned_when_no_location","tests","2026-08-25","failed","2026-08-25","","test_add_club_modal","",""
"Verify that the map modal displays clubs according to the selected city and category.","11482","TC-10: Catalog: Club's Location","tests","2026-08-25","passed","2026-08-25","TestCatalogClubLocation","test_catalog_club_location","",""
"Verify that the user can find a club by name.","7325","TC-27: Verify that the user can find a club by name","tests","2026-08-25","failed","2026-08-25","","test_clubs_page","",""
"Verify that entering an invalid email format in the 'Реєстрація' modal displays the validation error 'Некоректний формат email' and keeps the 'Зареєструватися' button enabled.","4610","TC-54: Verify registration with invalid email format","tests","2026-08-25","passed","2026-08-25","","test_sign_up","",""
"Verify updating phone number with a valid 10-digit value persists after refresh.","6307","TC-17: Update phone number using valid 10-digit numeric value","tests","2026-08-25","passed","2026-08-25","","test_update_phone_number","",""
"","3777","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-25","passed","2026-08-25","","test_sign_up","",""
"Verify that entering an invalid password displays the correct validation error.","7594","TC-53 Verify registration password policy validation [Missing uppercase]","tests","2026-08-25","failed","2026-08-25","","test_sign_up","",""
