"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_example","tests","2026-08-13","passed","2026-08-13","","test_example","",""
"Verify that entering an invalid password displays the correct validation error.","10184","TC-53 Verify registration password policy validation [Missing lowercase]","tests","2026-08-13","failed","2026-08-13","","test_sign_up","",""
"Verify that entering an invalid password displays the correct validation error.","9463","TC-53 Verify registration password policy validation [Missing letters/digits]","tests","2026-08-13","failed","2026-08-13","","test_sign_up","",""
"Verify that entering an invalid password displays the correct validation error.","9707","TC-53 Verify registration password policy validation [Length > 20]","tests","2026-08-13","failed","2026-08-13","","test_sign_up","",""
"Verify that entering an invalid password displays the correct validation error.","12080","TC-53 Verify registration password policy validation [Length < 8]","tests","2026-08-13","passed","2026-08-13","","test_sign_up","",""
"Verify homepage hero carousel navigation and its slide redirects.","12237","test_homepage_carousel_navigation","tests","2026-08-13","passed","2026-08-13","","test_home_carousel_navigation","",""
"Test verifies that the 'Наші контакти' block is displayed on the news page, has the correct title, and contains all required social media icons: Facebook, YouTube, Instagram, and Mail.","6781","TC-28: Verify 'Наші контакти' section display","tests","2026-08-13","passed","2026-08-13","","test_social_buttons_ui","",""
"Verify that entering an invalid password displays the correct validation error.","8174","TC-53 Verify registration password policy validation [Contains Cyrillic]","tests","2026-08-13","failed","2026-08-13","","test_sign_up","",""
"Verify challenge and event banner navigation on the homepage.","11714","TC-50 Verify challenge and event banner navigation on the homepage","tests","2026-08-13","passed","2026-08-13","","test_home_page","",""
"Verify that entering an invalid password displays the correct validation error.","12284","TC-53 Verify registration password policy validation [Missing uppercase]","tests","2026-08-13","failed","2026-08-13","","test_sign_up","",""
"Returning the authenticated_driver fixture leaves the session active.

    The fixture signs in via the /api/signin endpoint and injects the issued
    tokens, so the header must report the user as logged in.
    ","268","test_user_is_signed_in_after_api_fixture","tests","2026-08-13","passed","2026-08-13","","test_sign_in","",""
"Verify that entering an invalid password displays the correct validation error.","8599","TC-53 Verify registration password policy validation [Missing letters/special]","tests","2026-08-13","failed","2026-08-13","","test_sign_up","",""
