"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The current-news endpoint must return 200 with a JSON list.","61","News-API-02: GET /newslist/current returns 200 with current news","tests","2026-09-04","passed","2026-09-04","","test_news_api","",""
"Verify Role-Based Access Control: Users and Managers cannot delete categories.","97","Category-API-09: DELETE /category/{id} returns 403 Forbidden for Manager","tests.api","2026-09-04","passed","2026-09-04","TestCategoriesSecurity","test_categories","",""
"","6149","TC-57 Registration — duplicate email (already-registered email)","tests","2026-09-04","passed","2026-09-04","","test_sign_up","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","4149","TC-4: Registration — required field 'Email' left empty","tests","2026-09-04","passed","2026-09-04","","test_registration_required_field","",""
"Verify getting a challenge by ID.","987","Verify get_challenge_by_id method","tests","2026-09-04","passed","2026-09-04","TestChallengeApi","test_api_challenge_client","",""
"Verify that the 'Інші новини' carousel can be navigated via pagination dots.

    Steps:
        1. Open a news article and scroll down to the 'Інші новини' block.
        2. Confirm pagination dots are visible and the first dot is active.
        3. Click the second dot.
        4. Verify the active dot transferred to the second dot and the
           displayed news cards belong to group 2.
        5. Click another (non-adjacent) dot.
        6. Verify the active dot transferred to the clicked dot and only
           one dot is active at a time.
    ","3210","TC-25 Verify carousel pagination dots functionality","tests","2026-09-04","passed","2026-09-04","","test_tc_25_carousel_pagination_dots","",""
"An anonymous caller must not be able to update a complaint (401).","126","Complaint-API-11: PUT /complaint/{id} requires authentication (401)","tests","2026-09-04","passed","2026-09-04","","test_complaint_api","",""
"Verify successful registration with email confirmation (TC-2 and TC-3).","20691","TC-3 Verify successful manager registration with email confirmation","tests","2026-09-04","broken","2026-09-04","","test_sign_up","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3185","TC-4: Registration — required field 'Телефон' left empty","tests","2026-09-04","passed","2026-09-04","","test_registration_required_field","",""
"Verify POST /challenge-registration creates a new registration for the user.","143","Create a challenge registration for a user","tests","2026-09-04","passed","2026-09-04","","test_challenge_registration_post_response","",""
