"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify title, amount, currency, express pay buttons, card form fields and submit button.","5749","TC-48: Verify payment page UI elements are displayed correctly","tests","2026-08-27","passed","2026-08-27","TestPaymentPageUI","test_payment_page_ui","",""
"Verify navigation to the registration form for the 'Розмовляй' challenge.","4468","TC-65 User can register for the “Клуб української мови ""Розмовляй"" challenge","tests","2026-08-27","broken","2026-08-27","","test_tc_65_challenge_registration_navigation","",""
"Test verifies that the YouTube icon on the news details page opens the project's official YouTube page in a new browser tab.","6413","TC-43: Verify YouTube social media link functionality","tests","2026-08-27","passed","2026-08-27","","test_social_buttons_ui","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3738","TC-4: Registration — required field 'Прізвище' left empty","tests","2026-08-27","passed","2026-08-27","","test_registration_required_field","",""
"Verify that an authenticated user can successfully fill out the 'Add Center' modal and reach the final step to submit the center.","17204","TC-58: Center creation functionality","tests","2026-08-27","failed","2026-08-27","","test_add_center","",""
"","4785","TC-30: Verify that an authenticated user can send a message to a club manager","tests","2026-08-27","passed","2026-08-27","","test_club_details","",""
"","3670","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-27","passed","2026-08-27","","test_sign_up","",""
"Verify navigation from the homepage to the Clubs page via the 'Всі гуртки' button and individual club category cards ('Спортивні секції', 'Танці, хореографія', 'Студії раннього розвитку').","8847","TC-38: Verify navigation to the Clubs page from the homepage","tests","2026-08-27","passed","2026-08-27","TestHomePageClubsNavigation","test_home_page_clubs_navigation","",""
"","854","TC-08: News card displays information in fields.","tests","2026-08-27","passed","2026-08-27","","test_news_display_08","",""
"Verify that the buttons functionalities are unavailable for unauthenticated users","7558","TC-15: Verify unauthorized user cannot use restricted club actions","tests","2026-08-27","passed","2026-08-27","","test_club_actions_unauthorized","",""
"Verify challenge and event banner navigation on the homepage.","7060","TC-50 Verify challenge and event banner navigation on the homepage","tests","2026-08-27","passed","2026-08-27","","test_home_page","",""
"Verify that entering an invalid password displays the correct validation error.","6919","TC-53 Verify registration password policy validation [Length < 8]","tests","2026-08-27","passed","2026-08-27","","test_sign_up","",""
"TC-60: verify ""Доступний онлайн"" auto-toggles on when no location is added.

    Preconditions covered inline (per TC-60):
        - User is authenticated (via `authenticated_driver`).
        - ""Додати гурток"" modal is opened through the header user menu.
        - Step ""Основна інформація"" is completed.

    NOTE: the info message (""Ви не додали жодної локації, гурток автоматично
    є онлайн"") renders as an antd `ant-message` toast at the top of the
    modal, so it's checked via `DescriptionStep.is_toast_displayed()` /
    `.get_toast_text()`, which already exist in the codebase. Since toasts
    can be transient, the check happens immediately after `click_next()`.
    ","3349","test_online_status_auto_assigned_when_no_location","tests","2026-08-27","passed","2026-08-27","","test_add_club_modal","",""
"Verify that invalid search queries return no matching clubs.","10263","test_tc_51_club_search_negative","tests","2026-08-27","passed","2026-08-27","","test_51_club_search_negative","",""
"Verify that opening a news card leads to the correct, fully rendered details page.","13566","TC-18: Opening a specific news article from the News page","tests","2026-08-27","passed","2026-08-27","","test_open_specific_news_article","",""
"Verify that clicking the 'Новини' menu item in the header navigates the user to the News page with valid URL, title, and article list.","2197","TC-06: Verify that the News page opens","tests","2026-08-27","passed","2026-08-27","TestNewsPage","test_news_page_opens","",""
"Verify that entering an invalid password displays the correct validation error.","7739","TC-53 Verify registration password policy validation [Missing lowercase]","tests","2026-08-27","failed","2026-08-27","","test_sign_up","",""
"The manager driver boots a session with the manager API credentials.

    Args:
        authenticated_manager_driver: Browser signed in as the manager credentials.
        manager_session_driver: The API session issued for the manager credentials.
    ","190","test_authenticated_manager_driver_returns_manager_session","tests","2026-08-27","passed","2026-08-27","","test_driver_roles","",""
"Verify that the 'Навчай українською' challenge page displays the correct title, description paragraphs, social media links and donation button.","5618","TC-35: Verify challenge page content — title, description and header icons","tests","2026-08-27","passed","2026-08-27","TestChallengePageContent","test_challenge_page_content","",""
"The user driver boots the SPA with the regular-user API session.

    Args:
        authenticated_driver: Browser signed in with the user credentials.
        session_driver: The API session issued for the user credentials.
    ","114","test_authenticated_driver_returns_user_session","tests","2026-08-27","passed","2026-08-27","","test_driver_roles","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","1456","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-27","passed","2026-08-27","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"TC-37: Verify the structure and presence of elements in the 
    ""Основна інформація"" step of ""Додати гурток"" modal.

    Preconditions:
        - User is registered and logged into the Навчай Українською

    Test Steps:
        1. Open the ""Додати гурток"" form
        2. Verify the window title
        3. Verify the step indicator on the left
        4. Verify the ""Назва гуртка"" field
        5. Verify the ""Категорія"" section with 12 checkboxes
        6. Verify the ""Вік дитини"" section with ""Від"" and ""До"" fields
        7. Verify the ""Приналежність до центру"" dropdown
        8. Verify the ""Наступний крок"" button is active
    ","1660","test_add_club_modal_basic_info_structure","tests","2026-08-27","failed","2026-08-27","","test_add_club_modal","",""
"Verify opening another news article from the 'Інші новини' section.","7744","test_news_details_other_news_navigation","tests","2026-08-27","passed","2026-08-27","","test_news_details_other_news_navigation","",""
"Verify that the user can find a club by name.","6101","TC-27: Verify that the user can find a club by name","tests","2026-08-27","failed","2026-08-27","","test_clubs_page","",""
"Verify that entering an invalid email format in the 'Реєстрація' modal displays the validation error 'Некоректний формат email' and keeps the 'Зареєструватися' button enabled.","3145","TC-54: Verify registration with invalid email format","tests","2026-08-27","passed","2026-08-27","","test_sign_up","",""
"Verify webinar video blocks, playback and YouTube links.","29328","TC-63 Verify video blocks playback and YouTube links on the challenge page","tests","2026-08-27","broken","2026-08-27","","test_challenge_page_video_blocks","",""
"Test verifies that the email icon in the 'Наші контакти' section contains the correct project email address and uses a mailto link.","3904","TC-45: Verify email link functionality in contacts section","tests","2026-08-27","passed","2026-08-27","","test_social_buttons_ui","",""
"","3239","TC-31 Login — wrong password — Вхід modal (confirmed account).","tests","2026-08-27","passed","2026-08-27","","test_signin_neg_31","",""
"Returning the authenticated_driver fixture leaves the session active.

    The fixture signs in via the /api/signin endpoint and injects the issued
    tokens, so the header must report the user as logged in.
    ","184","test_user_is_signed_in_after_api_fixture","tests","2026-08-27","passed","2026-08-27","","test_sign_in","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","1305","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-27","passed","2026-08-27","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that all card payment fields accept and correctly display valid data.","4908","TC-41: Verify successful card payment form filling with valid input data","tests","2026-08-27","passed","2026-08-27","","test_successful_card_payment","",""
"TC-61: verify the Last Name field rejects invalid special characters.

        Test steps (from TC-61):
            1. Click ""Редагувати профіль"" - the modal opens.
            2. Clear ""Прізвище"", type invalid special characters and remove focus.
               A validation error appears, the border turns red, an error icon is
               shown and the save button remains active (no disabled attribute).
            3. Click ""Зберегти зміни"" - the form is not submitted, the modal stays
               open and the validation error is still displayed.
        ","14","test_last_name_rejects_special_characters","tests","2026-08-27","broken","2026-08-27","TestProfileLastNameUpdate","test_profile_last_name_update","",""
"","3445","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-27","passed","2026-08-27","","test_sign_up","",""
