"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Ensure both user and manager credentials are present in the environment.","0","test_user_and_manager_credentials_are_configured","tests","2026-08-19","passed","2026-08-19","","test_driver_roles","",""
"","2254","TC-31 Login — wrong password — Вхід modal (confirmed account).","tests","2026-08-19","passed","2026-08-19","","test_signin_neg_31","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","4511","TC-4: Registration — required field 'Прізвище' left empty","tests","2026-08-19","passed","2026-08-19","","test_registration_required_field","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","4727","TC-4: Registration — required field 'Підтвердження паролю' left empty","tests","2026-08-19","passed","2026-08-19","","test_registration_required_field","",""
"Verify that the 'Зареєструватись' button is visible and enabled, opens the registration page, supports browser back navigation, and the registration page is accessible directly.","2644","TC-13: 'Зареєструватись' CTA opens registration page","tests","2026-08-19","passed","2026-08-19","TestMarathonRegistrationCTA","test_marathon_registration_cta","",""
"Verify that users can navigate through the 30 language marathon tasks using next/previous arrows and pagination dots.","2910","TC-11: Task carousel navigation via arrows and pagination dots","tests","2026-08-19","passed","2026-08-19","TestMarathonTaskCarousel","test_marathon_task_carousel_navigation","",""
"Returning the authenticated_driver fixture leaves the session active.

    The fixture signs in via the /api/signin endpoint and injects the issued
    tokens, so the header must report the user as logged in.
    ","203","test_user_is_signed_in_after_api_fixture","tests","2026-08-19","passed","2026-08-19","","test_sign_in","",""
"Test verifies that the 'Наші контакти' block is displayed on the news page, has the correct title, and contains all required social media icons: Facebook, YouTube, Instagram, and Mail.","3115","TC-28: Verify 'Наші контакти' section display","tests","2026-08-19","passed","2026-08-19","","test_social_buttons_ui","",""
"Verify webinar video blocks, playback and YouTube links.","33101","TC-63 Verify video blocks playback and YouTube links on the challenge page","tests","2026-08-19","broken","2026-08-19","","test_challenge_page_video_blocks","",""
"Verify that entering an invalid password displays the correct validation error.","6061","TC-53 Verify registration password policy validation [Missing letters/special]","tests","2026-08-19","failed","2026-08-19","","test_sign_up","",""
"Verify successful registration with email confirmation (TC-2 and TC-3).","30031","TC-3 Verify successful manager registration with email confirmation","tests","2026-08-19","passed","2026-08-19","","test_sign_up","",""
"","950","TC-08: News card displays information in fields.","tests","2026-08-19","passed","2026-08-19","","test_news_display_08","",""
"Verify that entering an invalid password displays the correct validation error.","8060","TC-53 Verify registration password policy validation [Contains Cyrillic]","tests","2026-08-19","failed","2026-08-19","","test_sign_up","",""
"Verify challenge and event banner navigation on the homepage.","7282","TC-50 Verify challenge and event banner navigation on the homepage","tests","2026-08-19","passed","2026-08-19","","test_home_page","",""
"The manager driver boots a session with the manager API credentials.

    Args:
        authenticated_manager_driver: Browser signed in as the manager credentials.
        manager_session_driver: The API session issued for the manager credentials.
    ","181","test_authenticated_manager_driver_returns_manager_session","tests","2026-08-19","passed","2026-08-19","","test_driver_roles","",""
"Verify successful registration with email confirmation (TC-2 and TC-3).","31491","TC-2 Verify successful user registration with email confirmation","tests","2026-08-19","passed","2026-08-19","","test_sign_up","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","1921","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-19","passed","2026-08-19","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that entering an invalid password displays the correct validation error.","5862","TC-53 Verify registration password policy validation [Length < 8]","tests","2026-08-19","passed","2026-08-19","","test_sign_up","",""
