"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify POST /challenge-registration creates a new registration for the user.","178","Create a challenge registration for a user","tests","2026-09-03","passed","2026-09-03","","test_challenge_registration_post_response","",""
"Verify Role-Based Access Control: Users and Managers get 403 Forbidden.","0","Category-API-07: POST /category returns 403 Forbidden for Manager","tests.api","2026-09-03","broken","2026-09-03","TestCategoriesSecurity","test_categories","",""
"An anonymous caller must not be able to update a complaint (401).","132","Complaint-API-11: PUT /complaint/{id} requires authentication (401)","tests","2026-09-03","passed","2026-09-03","","test_complaint_api","",""
"Verify deleting/archiving a challenge.","112","Verify delete_challenge for role: unauthorized","tests","2026-09-03","passed","2026-09-03","TestChallengeApi","test_api_challenge_client","",""
"Test strict Pydantic validation for all children in response.","174","Verify every child matches ChildDto schema","tests","2026-09-03","passed","2026-09-03","TestClubRegistrationApi","test_club_registration_api","",""
"Verify that users can navigate through the 30 language marathon tasks using next/previous arrows and pagination dots.","3077","TC-11: Task carousel navigation via arrows and pagination dots","tests","2026-09-03","passed","2026-09-03","TestMarathonTaskCarousel","test_marathon_task_carousel_navigation","",""
"Verify alphabetical sorting in the advanced club search.","13949","test_tc_52_advanced_club_search_sorting","tests","2026-09-03","failed","2026-09-03","","test_52_Advanced_club_search","",""
"Test verifies that the Facebook icon on the news details page opens the project's official Facebook page in a new browser tab.","3090","TC-42: Verify Facebook social media link functionality","tests","2026-09-03","passed","2026-09-03","","test_social_buttons_ui","",""
"Verify that the 'Інші новини' carousel can be navigated via pagination dots.

    Steps:
        1. Open a news article and scroll down to the 'Інші новини' block.
        2. Confirm pagination dots are visible and the first dot is active.
        3. Click the second dot.
        4. Verify the active dot transferred to the second dot and the
           displayed news cards belong to group 2.
        5. Click another (non-adjacent) dot.
        6. Verify the active dot transferred to the clicked dot and only
           one dot is active at a time.
    ","3062","TC-25 Verify carousel pagination dots functionality","tests","2026-09-03","passed","2026-09-03","","test_tc_25_carousel_pagination_dots","",""
"Verify Role-Based Access Control: Users and Managers cannot update categories.","136","Category-API-08: PUT /category/{id} returns 403 Forbidden for User","tests.api","2026-09-03","passed","2026-09-03","TestCategoriesSecurity","test_categories","",""
