"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3403","TC-4: Registration — required field 'Телефон' left empty","tests","2026-08-20","passed","2026-08-20","","test_registration_required_field","",""
"Verify that the 'Зареєструватись' button is visible and enabled, opens the registration page, supports browser back navigation, and the registration page is accessible directly.","4916","TC-13: 'Зареєструватись' CTA opens registration page","tests","2026-08-20","passed","2026-08-20","TestMarathonRegistrationCTA","test_marathon_registration_cta","",""
"Verify alphabetical sorting in the advanced club search.","15061","test_tc_52_advanced_club_search_sorting","tests","2026-08-20","broken","2026-08-20","","test_52_Advanced_club_search","",""
"Ensure both user and manager credentials are present in the environment.","0","test_user_and_manager_credentials_are_configured","tests","2026-08-20","passed","2026-08-20","","test_driver_roles","",""
"Verify opening another news article from the 'Інші новини' section.","9138","test_news_details_other_news_navigation","tests","2026-08-20","passed","2026-08-20","","test_news_details_other_news_navigation","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","117","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-20","broken","2026-08-20","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify opening a news article from the list and returning back to the News page.","5602","TC-07: Navigation to the News details page","tests","2026-08-20","passed","2026-08-20","TestNewsDetailsNavigation","test_news_details_navigation","",""
"Verify that invalid search queries return no matching clubs.","8967","test_tc_51_club_search_negative","tests","2026-08-20","passed","2026-08-20","","test_51_club_search_negative","",""
"","1375","TC-08: News card displays information in fields.","tests","2026-08-20","passed","2026-08-20","","test_news_display_08","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","3500","TC-4: Registration — required field 'Email' left empty","tests","2026-08-20","passed","2026-08-20","","test_registration_required_field","",""
"","5104","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-20","passed","2026-08-20","","test_sign_up","",""
"","2674","TC-31 Login — wrong password — Вхід modal (confirmed account).","tests","2026-08-20","passed","2026-08-20","","test_signin_neg_31","",""
"","3414","TC-36: Validation check for required fields in the 'Основна інформація' step of the 'Додати гурток' modal form","tests","2026-08-20","passed","2026-08-20","","test_add_club_basic_info_validation","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","115","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-20","broken","2026-08-20","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"","4525","TC-56 Registration — password mismatch — Реєстрація modal (confirm ≠ password).","tests","2026-08-20","passed","2026-08-20","","test_sign_up","",""
"Verify title, amount, currency, express pay buttons, card form fields and submit button.","4137","TC-48: Verify payment page UI elements are displayed correctly","tests","2026-08-20","passed","2026-08-20","TestPaymentPageUI","test_payment_page_ui","",""
"Verify that login with a non-existent email is rejected with an error, keeping the user unauthenticated and the modal open.","3010","TC-32: Login — non-existent email — Вхід modal (unknown user)","tests","2026-08-20","passed","2026-08-20","","test_login_non_existent_email","",""
"Test verifies that 'Записатися на гурток', 'Написати менеджеру', 'Залишити коментар', and 'Відповісти' are unavailable for unauthenticated users.","8219","TC-15: Verify unauthorized user cannot use restricted club actions","tests","2026-08-20","passed","2026-08-20","","test_club_actions_unauthorized","",""
"Verify challenge and event banner navigation on the homepage.","8471","TC-50 Verify challenge and event banner navigation on the homepage","tests","2026-08-20","passed","2026-08-20","","test_home_page","",""
"","4238","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-08-20","passed","2026-08-20","","test_sign_up","",""
