"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify webinar video blocks, playback and YouTube links.","29611","TC-63 Verify video blocks playback and YouTube links on the challenge page","tests","2026-08-19","broken","2026-08-19","","test_challenge_page_video_blocks","",""
"Verify updating phone number with a valid 10-digit value persists after refresh.","7","TC-17: Update phone number using valid 10-digit numeric value","tests","2026-08-19","broken","2026-08-19","","test_update_phone_number","",""
"Verify opening a news article from the list and returning back to the News page.","4904","TC-07: Navigation to the News details page","tests","2026-08-19","passed","2026-08-19","TestNewsDetailsNavigation","test_news_details_navigation","",""
"TC-61: verify the Last Name field rejects invalid special characters.

        Test steps (from TC-61):
            1. Click ""Редагувати профіль"" - the modal opens.
            2. Clear ""Прізвище"", type invalid special characters and remove focus.
               A validation error appears, the border turns red, an error icon is
               shown and the save button remains active (no disabled attribute).
            3. Click ""Зберегти зміни"" - the form is not submitted, the modal stays
               open and the validation error is still displayed.
        ","26","test_last_name_rejects_special_characters","tests","2026-08-19","broken","2026-08-19","TestProfileLastNameUpdate","test_profile_last_name_update","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","26","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-19","broken","2026-08-19","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that entering an invalid password displays the correct validation error.","5803","TC-53 Verify registration password policy validation [Length > 20]","tests","2026-08-19","failed","2026-08-19","","test_sign_up","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","56","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-19","broken","2026-08-19","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that entering an invalid password displays the correct validation error.","6132","TC-53 Verify registration password policy validation [Missing letters/special]","tests","2026-08-19","failed","2026-08-19","","test_sign_up","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","20","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-08-19","broken","2026-08-19","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"Verify that entering an invalid password displays the correct validation error.","3757","TC-53 Verify registration password policy validation [Length < 8]","tests","2026-08-19","passed","2026-08-19","","test_sign_up","",""
"Verify that entering an invalid email format in the 'Реєстрація' modal displays the validation error 'Некоректний формат email' and keeps the 'Зареєструватися' button enabled.","2761","TC-54: Verify registration with invalid email format","tests","2026-08-19","passed","2026-08-19","","test_sign_up","",""
"Test verifies that the 'Наші контакти' block is displayed on the news page, has the correct title, and contains all required social media icons: Facebook, YouTube, Instagram, and Mail.","3381","TC-28: Verify 'Наші контакти' section display","tests","2026-08-19","passed","2026-08-19","","test_social_buttons_ui","",""
"Verify opening another news article from the 'Інші новини' section.","6428","test_news_details_other_news_navigation","tests","2026-08-19","passed","2026-08-19","","test_news_details_other_news_navigation","",""
"Verify that entering an invalid password displays the correct validation error.","5908","TC-53 Verify registration password policy validation [Contains Cyrillic]","tests","2026-08-19","failed","2026-08-19","","test_sign_up","",""
"Verify that entering an invalid password displays the correct validation error.","4944","TC-53 Verify registration password policy validation [Missing letters/digits]","tests","2026-08-19","failed","2026-08-19","","test_sign_up","",""
"Verify title, amount, currency, express pay buttons, card form fields and submit button.","4314","TC-48: Verify payment page UI elements are displayed correctly","tests","2026-08-19","passed","2026-08-19","TestPaymentPageUI","test_payment_page_ui","",""
"Verify that users can navigate through the 30 language marathon tasks using next/previous arrows and pagination dots.","2816","TC-11: Task carousel navigation via arrows and pagination dots","tests","2026-08-19","passed","2026-08-19","TestMarathonTaskCarousel","test_marathon_task_carousel_navigation","",""
"Verify that entering an invalid password displays the correct validation error.","5611","TC-53 Verify registration password policy validation [Missing uppercase]","tests","2026-08-19","failed","2026-08-19","","test_sign_up","",""
"Verify alphabetical sorting in the advanced club search.","68430","test_tc_52_advanced_club_search_sorting","tests","2026-08-19","passed","2026-08-19","","test_52_Advanced_club_search","",""
