"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test verifies that the 'Наші контакти' block is displayed on the news page, has the correct title, and contains all required social media icons: Facebook, YouTube, Instagram, and Mail.","4681","TC-28: Verify 'Наші контакти' section display","tests","2026-09-02","passed","2026-09-02","","test_social_buttons_ui","",""
"Verify that the buttons functionalities are unavailable for unauthenticated users","10352","TC-15: Verify unauthorized user cannot use restricted club actions","tests","2026-09-02","passed","2026-09-02","","test_club_actions_unauthorized","",""
"Test verifies that the YouTube icon on the news details page opens the project's official YouTube page in a new browser tab.","8122","TC-43: Verify YouTube social media link functionality","tests","2026-09-02","passed","2026-09-02","","test_social_buttons_ui","",""
"Verify that the user can find a club by name.","6899","TC-27: Verify that the user can find a club by name","tests","2026-09-02","failed","2026-09-02","","test_clubs_page","",""
"","551","Verify response schema matches UserApplicationDto","tests","2026-09-02","failed","2026-09-02","TestClubRegistrationApi","test_club_registration_api","",""
"Verify that the 'Навчай українською' challenge page displays the correct title, description paragraphs, social media links and donation button.","4514","TC-35: Verify challenge page content — title, description and header icons","tests","2026-09-02","passed","2026-09-02","TestChallengePageContent","test_challenge_page_content","",""
"Verify that users can navigate through the 30 language marathon tasks using next/previous arrows and pagination dots.","1974","TC-11: Task carousel navigation via arrows and pagination dots","tests","2026-09-02","passed","2026-09-02","TestMarathonTaskCarousel","test_marathon_task_carousel_navigation","",""
"Verify that an authenticated user can successfully fill out the 'Add Center' modal and reach the final step to submit the center.","16640","TC-58: Center creation functionality","tests","2026-09-02","failed","2026-09-02","","test_add_center","",""
"Test strict Pydantic validation for user registration response.","729","Verify response schema matches ClubUserRegistrationResponseDto","tests","2026-09-02","broken","2026-09-02","TestClubRegistrationApi","test_club_registration_api","",""
"","3872","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-09-02","passed","2026-09-02","","test_sign_up","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","4226","TC-4: Registration — required field 'Ім'я' left empty","tests","2026-09-02","passed","2026-09-02","","test_registration_required_field","",""
