"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify POST /challenge-registration/children creates a new registration for a child.","166","Create a challenge registration for a child","tests","2026-09-06","passed","2026-09-06","","test_challenge_registration_post_response","",""
"TC-37: Verify the structure and presence of elements in the step.

    ""Основна інформація"" step of ""Додати гурток"" modal.

    Preconditions:
        - User is registered and logged into the Навчай Українською

    Test Steps:
        1. Open the ""Додати гурток"" form
        2. Verify the window title
        3. Verify the step indicator on the left
        4. Verify the ""Назва гуртка"" field
        5. Verify the ""Категорія"" section with 12 checkboxes
        6. Verify the ""Вік дитини"" section with ""Від"" and ""До"" fields
        7. Verify the ""Приналежність до центру"" dropdown
        8. Verify the ""Наступний крок"" button is active
    ","2824","test_add_club_modal_basic_info_structure","tests","2026-09-06","passed","2026-09-06","","test_add_club_modal","",""
"Verify that entering an invalid password displays the correct validation error.","5582","TC-53 Verify registration password policy validation [Missing letters/special]","tests","2026-09-06","failed","2026-09-06","","test_sign_up","",""
"Verify successful login with valid user credentials.","348","Successful user login","tests","2026-09-06","passed","2026-09-06","","test_api_login","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","7552","TC-4: Registration — required field 'Підтвердження паролю' left empty","tests","2026-09-06","passed","2026-09-06","","test_registration_required_field","",""
"PUT /complaint/{id}/answer must succeed for an authenticated USER caller.","148","Complaint-API-14: USER PUT /complaint/{id}/answer returns 200","tests","2026-09-06","passed","2026-09-06","","test_complaint_api","",""
"Verify cloning a challenge.","430","Verify clone_challenge for role: user","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Verify deleting/archiving a challenge.","48","Verify delete_challenge for role: unauthorized","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"","4874","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-09-06","passed","2026-09-06","","test_sign_up","",""
"Test verifies that the 'Наші контакти' block is displayed on the news page, has the correct title, and contains all required social media icons: Facebook, YouTube, Instagram, and Mail.","2078","TC-28: Verify 'Наші контакти' section display","tests","2026-09-06","passed","2026-09-06","","test_social_buttons_ui","",""
"Verify cloning a challenge.","414","Verify clone_challenge for role: manager","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"","3622","TC-36: Validation check for required fields in the 'Основна інформація' step of the 'Додати гурток' modal form","tests","2026-09-06","passed","2026-09-06","","test_add_club_basic_info_validation","",""
"Verify deleting/archiving a challenge.","287","Verify delete_challenge for role: user","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Verify that the user can find a club by name.","4113","TC-27: Verify that the user can find a club by name","tests","2026-09-06","failed","2026-09-06","","test_clubs_page","",""
"Verify getting a challenge by ID.","643","Verify get_challenge_by_id method","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"An anonymous caller must not be able to delete news (401).","61","News-API-07: DELETE /news/{id} is admin-only (401 when unauthenticated)","tests","2026-09-06","passed","2026-09-06","","test_news_api","",""
"Verify deleting/archiving a challenge.","296","Verify delete_challenge for role: manager","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Verify opening a news article from the list and returning back to the News page.","3326","TC-07: Navigation to the News details page","tests","2026-09-06","passed","2026-09-06","","test_news_details_navigation","",""
"Verify updating challenge start date.","455","Verify update_challenge_start_date for role: user","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"The similar-news endpoint must respond with 200 and valid JSON.","41","News-API-04: GET /newslist/search/similar returns 200","tests","2026-09-06","passed","2026-09-06","","test_news_api","",""
"Verify that GET /centers/{id} returns a paginated result.","28","test_get_centers_by_user_id_returns_success","tests","2026-09-06","passed","2026-09-06","","test_center_api","",""
"Verify that the map modal displays clubs according to the selected city and category.","13569","TC-10: Catalog: Club's Location","tests","2026-09-06","passed","2026-09-06","TestCatalogClubLocation","test_catalog_club_location","",""
"Verify that opening a news card leads to the correct, fully rendered details page.","2461","TC-18: Opening a specific news article from the News page","tests","2026-09-06","failed","2026-09-06","","test_open_specific_news_article","",""
"Verify that leaving a required registration field empty shows a validation error below that field and keeps the 'Зареєструватися' button disabled.","4633","TC-4: Registration — required field 'Email' left empty","tests","2026-09-06","passed","2026-09-06","","test_registration_required_field","",""
"Test verifies that the email icon in the 'Наші контакти' section contains the correct project email address and uses a mailto link.","1846","TC-45: Verify email link functionality in contacts section","tests","2026-09-06","passed","2026-09-06","","test_social_buttons_ui","",""
"Verify POST /challenge-registration creates a new registration for the user.","128","Create a challenge registration for a user","tests","2026-09-06","passed","2026-09-06","","test_challenge_registration_post_response","",""
"Verify that any user can fetch the list of categories successfully.","47","Category-API-01: GET /categories returns 200 OK and valid JSON list","tests.api","2026-09-06","passed","2026-09-06","TestCategoriesRead","test_categories","",""
"Verify updating a challenge using PUT.","632","Verify update_challenge (PUT) for role: manager","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Verify successful retrieval of archives by class name.","901","Successful retrieval of archives by class name","tests.api","2026-09-06","passed","2026-09-06","","test_archive","",""
"Verify that entering an invalid password displays the correct validation error.","5516","TC-53 Verify registration password policy validation [Missing lowercase]","tests","2026-09-06","failed","2026-09-06","","test_sign_up","",""
"Test that non-existing registration returns false.","54","Verify non-registered pair returns false","tests","2026-09-06","passed","2026-09-06","TestClubRegistrationApi","test_club_registration_api","",""
"Verify that guests cannot update categories.","24","Category-API-05: PUT /category/{id} returns 401 for unauthenticated users","tests.api","2026-09-06","passed","2026-09-06","TestCategoriesSecurity","test_categories","",""
"","5750","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-09-06","passed","2026-09-06","","test_sign_up","",""
"Test strict Pydantic validation for registration response.","81","Verify response schema matches ClubRegistrationResponseDto","tests","2026-09-06","passed","2026-09-06","TestClubRegistrationApi","test_club_registration_api","",""
"Verify that entering an invalid email format in the 'Реєстрація' modal displays the validation error 'Некоректний формат email' and keeps the 'Зареєструватися' button enabled.","4212","TC-54: Verify registration with invalid email format","tests","2026-09-06","passed","2026-09-06","","test_sign_up","",""
"","6437","TC-26: Verify visitor can add a child and register for a club","tests","2026-09-06","passed","2026-09-06","","test_club_details","",""
"Verify that the 'Інші новини' carousel can be navigated via pagination dots.

    Steps:
        1. Open a news article and scroll down to the 'Інші новини' block.
        2. Confirm pagination dots are visible and the first dot is active.
        3. Click the second dot.
        4. Verify the active dot transferred to the second dot and the
           displayed news cards belong to group 2.
        5. Click another (non-adjacent) dot.
        6. Verify the active dot transferred to the clicked dot and only
           one dot is active at a time.
    ","3437","TC-25 Verify carousel pagination dots functionality","tests","2026-09-06","passed","2026-09-06","","test_tc_25_carousel_pagination_dots","",""
"Verify PATCH /challenge-registration/approve/{id} marks the registration as approved.","217","Approve a pending registration","tests","2026-09-06","passed","2026-09-06","","test_challenge_registration_patch_response","",""
"Verify webinar video blocks, playback and YouTube links.","39745","TC-63 Verify video blocks playback and YouTube links on the challenge page","tests","2026-09-06","broken","2026-09-06","","test_challenge_page_video_blocks","",""
"Verify Role-Based Access Control: Users and Managers cannot update categories.","48","Category-API-08: PUT /category/{id} returns 403 Forbidden for User","tests.api","2026-09-06","passed","2026-09-06","TestCategoriesSecurity","test_categories","",""
"Verify that entering an invalid password displays the correct validation error.","4918","TC-53 Verify registration password policy validation [Length < 8]","tests","2026-09-06","passed","2026-09-06","","test_sign_up","",""
"The base URL must be configured correctly for news requests.","0","News-API-11: news read endpoints are reachable on the configured base URL","tests","2026-09-06","passed","2026-09-06","","test_news_api","",""
"Test successful registration of a single child for a club.","96","Verify register_for_club returns 201 and valid response","tests","2026-09-06","passed","2026-09-06","TestClubRegistrationApi","test_club_registration_api","",""
"","5822","TC-55 Registration — phone format — Реєстрація modal (invalid phone format).","tests","2026-09-06","passed","2026-09-06","","test_sign_up","",""
"PUT /complaint/{id}/answer must require an authenticated caller.","50","Complaint-API-08: PUT /complaint/{id}/answer requires authentication (401)","tests","2026-09-06","passed","2026-09-06","","test_complaint_api","",""
"A schema-valid write payload must still be rejected for a non-admin role.

    ``POST``/``PUT`` are admin-only operations. The payload is built with the
    typed ``NewsProfile`` model and validated against the stored
    ``news_profile`` schema before sending (proving the model satisfies the
    contract), then the user client must get a 4xx because it has no admin
    access token.
    ","175","News-API-12: schema-valid POST/PUT body rejected for a non-admin","tests","2026-09-06","passed","2026-09-06","","test_news_api","",""
"Verify getting a challenge by ID.","509","Verify get_challenge_by_id method","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Verify that an unauthorized user cannot apply to the selected challenge and the disabled registration button displays the appropriate tooltip.","1359","TC-16: Unauthorized user cannot apply to the challenge using 'Записатися на челендж' button","tests","2026-09-06","passed","2026-09-06","TestUnauthorizedChallengeApplication","test_unauthorized_challenge_application","",""
"An anonymous caller must not be able to update a complaint (401).","81","Complaint-API-11: PUT /complaint/{id} requires authentication (401)","tests","2026-09-06","passed","2026-09-06","","test_complaint_api","",""
"Verify PATCH /challenge-registration/cancel/{id} marks the registration as inactive.","151","Cancel an active registration","tests","2026-09-06","passed","2026-09-06","","test_challenge_registration_patch_response","",""
"Verify getting a challenge by ID.","731","Verify get_challenge_by_id method","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Verify updating challenge start date.","544","Verify update_challenge_start_date for role: admin","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Verify that the 'Зареєструватись' button is visible and enabled, opens the registration page, supports browser back navigation, and the registration page is accessible directly.","1559","TC-13: 'Зареєструватись' CTA opens registration page","tests","2026-09-06","passed","2026-09-06","TestMarathonRegistrationCTA","test_marathon_registration_cta","",""
"TC-59: Verify navigation with 'Назад' and data persistence between steps.

    Preconditions:
        - User is registered and logged into Навчай Українською.
        - Add Club modal is opened.
        - ""Основна інформація"" and ""Контакти"" sections are filled.

    Test Steps:
        1. On ""Контакти"", click ""Назад"".
        2. Verify ""Основна інформація"" data is preserved.
        3. Open ""Опис"" section.
        4. On ""Опис"", click ""Назад"".
        5. Verify ""Контакти"" data is preserved.

    Postcondition:
        - Close the Add Club modal.
    ","5950","test_add_club_back_navigation_and_data_persistence","tests","2026-09-06","passed","2026-09-06","","test_add_club_modal","",""
"Verify updating challenge preview using PATCH.","604","Verify update_challenge_preview for role: user","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Complaints filtered by sender id must return 200 with a JSON list.","74","Complaint-API-04: GET /complaints/sender/{id} returns 200 with a list","tests","2026-09-06","passed","2026-09-06","","test_complaint_api","",""
"PUT /complaint/isActive/{id} must succeed for an authenticated USER caller.","114","Complaint-API-15: USER PUT /complaint/isActive/{id} returns 200","tests","2026-09-06","passed","2026-09-06","","test_complaint_api","",""
"Verify that searching categories returns a paginated structure.","52","Category-API-02: GET /categories/search returns paginated list","tests.api","2026-09-06","passed","2026-09-06","TestCategoriesRead","test_categories","",""
"Verify login fails when the user provides a wrong password.","213","Login with wrong password","tests","2026-09-06","passed","2026-09-06","","test_api_login","",""
"","3867","TC-31 Login — wrong password — Вхід modal (confirmed account).","tests","2026-09-06","passed","2026-09-06","","test_signin_neg_31","",""
"Verify title, amount, currency, express pay buttons, card form fields and submit button.","6577","TC-48: Verify payment page UI elements are displayed correctly","tests","2026-09-06","passed","2026-09-06","","test_payment_page_ui","",""
"Verify successful registration with email confirmation (TC-2 and TC-3).","14308","TC-2 Verify successful user registration with email confirmation","tests","2026-09-06","passed","2026-09-06","","test_sign_up","",""
"Ensure both user and manager credentials are present in the environment.","0","test_user_and_manager_credentials_are_configured","tests","2026-09-06","passed","2026-09-06","","test_driver_roles","",""
"Verify updating challenge start date.","46","Verify update_challenge_start_date for role: unauthorized","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"An existing news article must be fetchable by id without auth.","90","News-API-05: GET /news/{id} returns 200 for an existing article","tests","2026-09-06","passed","2026-09-06","","test_news_api","",""
"Verify getting all challenges for all roles.","751","Verify get_all_challenges method","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
"Verify getting a challenge by ID.","817","Verify get_challenge_by_id method","tests","2026-09-06","passed","2026-09-06","TestChallengeApi","test_api_challenge_client","",""
